source,title,description,content,publishedAt,url,leaning,country_of_origin,sentiment_label,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,cluster,cluster_label,clean_text,summary
bloomberg,Gold trims loss as Fed’s Williams signals a near-term rate cut,"Despite its pullback from a record high last month, gold has gained more than 50% this year and remains on course for its best annual performance since 1979","Gold trimmed losses after a Federal Reserve official signaled an interest-rate cut is possible in the near term.
New York Fed President John Williams said he sees room for the US central bank to cut… [+1990 chars]",2025-11-23T09:29:13Z,https://www.bloomberg.com/news/articles/2025-11-20/gold-steadies-after-us-jobs-data-damp-prospects-for-rate-cut,Center,USA,Positive,0.5267,0.154,0.1,0.747,2,Topic_2,gold trimmed losses federal reserve official signaled interestrate cut possible near term new york fed president john williams said sees room central bank cut chars,
bloomberg,"Tesla nears AI5 chip tape out, starting work on AI6, says Elon Musk","Tesla is close to finalizing its AI5 chip and beginning development of the AI6 chip, according to CEO Elon Musk.","Tesla is nearing the final step of the design process for its AI5 chip and starting work on a new AI6 chip to be deployed in its cars and data centers, Tesla CEO Elon Musk said Sunday in an X post.
… [+994 chars]",2025-11-23T09:00:29Z,https://www.bloomberg.com/news/articles/2025-11-23/musk-says-tesla-nears-ai5-chip-tape-out-starting-work-on-ai6,Center,USA,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,tesla nearing final step design process chip starting work new chip deployed cars data centers tesla ceo elon musk said sunday post chars,
bloomberg,Prudential plans $300 million pre-IPO share sale in Indian joint venture,"The IPO could raise as much as $1.1 billion and value the nation’s second-largest mutual fund manager by assets at about $11 billion, people familiar with the matter have said","Prudential Plc is planning to raise as much as $300 million through a share placement in ICICI Prudential Asset Management Co. before an initial public offering of the Indian joint venture, according… [+1353 chars]",2025-11-23T05:50:48Z,https://www.bloomberg.com/news/articles/2025-11-21/prudential-plans-300-million-pre-ipo-share-sale-in-indian-jv,Center,USA,Positive,0.6597,0.167,0.0,0.833,2,Topic_2,prudential plc planning raise much million share placement icici prudential asset management initial public offering indian joint venture according chars,
bloomberg,"Daily Mail owner reaches £500 million deal for Telegraph, FT says","Daily Mail owner strikes £500 million deal for Telegraph, entering exclusivity phase to finalize terms, reports Financial Times.","Daily Mail &amp; General Trust Plc has reached a £500 million ($655 million) agreement to acquire The Telegraph, days after the US private equity firm RedBird Capital Partners withdrew its offer to b… [+844 chars]",2025-11-22T11:01:25Z,https://www.bloomberg.com/news/articles/2025-11-22/daily-mail-owner-reaches-500m-deal-to-buy-telegraph-ft-says,Center,USA,Negative,-0.3182,0.039,0.081,0.879,2,Topic_2,daily mail amp general trust plc reached million million agreement acquire telegraph days private equity firm redbird capital partners withdrew offer chars,
bloomberg,"US private equity firms TPG, Warburg mull $500 mn stake in India-rooted Sirion Labs",The transaction highlights investor interest in artificial intelligence-based digital businesses that automate processes and reduce employee time spent on procedural tasks,"TPG Capital LP and Warburg Pincus are in early talks to buy a stake in Sirion Labs Pvt, a Partners Group Holding AG-backed software business managing and automating contracts, according to people fam… [+1090 chars]",2025-11-22T09:32:17Z,https://www.bloomberg.com/news/articles/2025-11-22/tpg-warburg-weigh-500-million-stake-in-india-rooted-sirion,Center,USA,Positive,0.4588,0.081,0.0,0.919,2,Topic_2,tpg capital warburg pincus early talks buy stake sirion labs pvt partners group holding agbacked software business managing automating contracts according people fam chars,
bloomberg,Tech giants’ debt-fuelled AI spending has investors on edge amid bubble fears,"The five major spenders on AI — Amazon.com Inc, Alphabet Inc, Microsoft Corp, Meta Platforms Inc and Oracle Corp — have raised a record $108 billion in debt combined in 2025",Equity investors are growing increasingly concerned about the amount of leverage that Big Tech is taking on to build out its artificial intelligence infrastructure as the industry faces rising fears … [+5765 chars],2025-11-22T06:57:57Z,https://www.bloomberg.com/news/articles/2025-11-21/big-tech-s-debt-binge-raises-risk-in-race-to-create-an-ai-world,Center,USA,Negative,-0.6486,0.0,0.122,0.878,2,Topic_2,equity investors growing increasingly concerned amount leverage big tech taking build artificial intelligence infrastructure industry faces rising fears chars,
bloomberg,Brazil wins tariff tussle with US on Lula’s persistence in face of Trump’s tantrums,"Trump exempts dozens of Brazilian food products, including coffee and beef, from the 40% increased tariffs he imposed in an ill-fated attempt to help former President Jair Bolsonaro dodge a coup attempt trial","From the minute Donald Trump slapped tariffs on Brazil, President Luiz Inacio Lula da Silva bet the US leader was going all-in on a weak hand. The wager paid off Thursday, when Trump limped away from… [+5911 chars]",2025-11-22T04:38:16Z,https://www.bloomberg.com/news/articles/2025-11-21/lula-stares-down-trump-and-scores-tariff-victory-for-brazil,Center,USA,Positive,0.6908,0.159,0.071,0.769,2,Topic_2,minute donald trump slapped tariffs brazil president luiz inacio lula silva bet leader going allin weak hand wager paid thursday trump limped away chars,
bloomberg,"Bitcoin falls to $80,000 as market makers navigate rising volatility","Bitcoin drops to $80,000 amid rising volatility and selloff, erasing nearly 25% of its value this month.","Bitcoin is crashing into dangerous territory and options-fuelled selling is adding to the volatility. 
The largest cryptocurrency dropped as much as 7.6 per cent on Friday to $80,553, deepening a se… [+4453 chars]",2025-11-22T03:26:36Z,https://www.bloomberg.com/news/articles/2025-11-21/bitcoin-plunge-hits-market-makers-in-a-fragile-trading-landscape,Center,USA,Positive,0.34,0.085,0.0,0.915,2,Topic_2,bitcoin crashing dangerous territory optionsfuelled selling adding volatility largest cryptocurrency dropped much per cent friday deepening chars,
bloomberg,"India’s economic activity slows in November, flash PMIs show","India's economic activity slows in November, with manufacturing PMI dropping while services PMI rises, signaling mixed economic signals.","Indias economic activity slowed in November, weighing on job creation, a flash survey by HSBC Holdings Plc showed, as the USs steep tariffs continued to pinch the South Asian nation.
The manufacturi… [+1528 chars]",2025-11-21T06:28:55Z,https://www.bloomberg.com/news/articles/2025-11-21/india-s-economic-activity-slows-in-november-flash-pmis-show,Center,USA,Neutral,0.0,0.0,0.0,1.0,3,Topic_3,indias economic activity slowed november weighing job creation flash survey hsbc holdings plc showed uss steep tariffs continued pinch south asian nation manufacturi chars,
bloomberg,South Africa says US changed mind on G-20; White House denies it,"Earlier this week, the US warned South Africa against pushing for a joint statement at the first G-20 held on African soil","The G-20 hasnt even started, but has already descended into petty taunting.
This years host South Africa and next years host the US spent Thursday trading barbs over what exactly constituted partici… [+3704 chars]",2025-11-21T04:32:40Z,https://www.bloomberg.com/news/articles/2025-11-20/south-african-president-gets-us-notice-on-g-20-change-of-mind-mi7miw80,Center,USA,Negative,-0.5994,0.0,0.136,0.864,2,Topic_2,hasnt even started already descended petty taunting years host south africa next years host spent thursday trading barbs exactly constituted partici chars,
bloomberg,US sanctions could leave Russian oil stranded at sea,"US sanctions may leave 48 million barrels of Russian oil stranded at sea, impacting global trading dynamics and buyer strategies.","US sanctions that come into effect on Friday could leave nearly 48 million barrels of Russian crude stranded on the water, pushing dozens of tankers to scramble for alternative destinations in the la… [+4468 chars]",2025-11-21T03:46:21Z,https://www.bloomberg.com/news/articles/2025-11-20/russian-oil-at-risk-of-being-stranded-at-sea-as-us-sanctions-hit,Center,USA,Positive,0.1779,0.069,0.079,0.852,2,Topic_2,sanctions come effect friday could leave nearly million barrels russian crude stranded water pushing dozens tankers scramble alternative destinations chars,
bloomberg,ICICI Prudential asset said to near nod for $1.1 billion IPO,"The company submitted its draft red herring prospectus more than four months ago on July 8, saying the plan involves Prudential’s sale of as many as 17.65 million shares, or a 10% stake","ICICI Prudential Asset Management Co. is close to securing approval from Indias securities regulator to go public, according to people familiar with the matter, paving the way for one of the countrys… [+1376 chars]",2025-11-20T10:11:25Z,https://www.bloomberg.com/news/articles/2025-11-20/icici-prudential-asset-said-to-near-nod-for-1-1-billion-ipo,Center,USA,Positive,0.5719,0.103,0.0,0.897,2,Topic_2,icici prudential asset management close securing approval indias securities regulator public according people familiar matter paving way one countrys chars,
bloomberg,India set to achieve chipmaking parity with major producers by 2032: Vaishnaw,"India aims for chipmaking parity with global leaders by 2032, with three facilities launching production next year, says Vaishnaw.","Indias chipmaking capabilities are set to be at par with other major producers by 2032, an aggressive timeline that underscores the governments urge to bolster domestic manufacturing, according to Te… [+1750 chars]",2025-11-20T05:23:13Z,https://www.bloomberg.com/news/articles/2025-11-20/india-seeks-chipmaking-parity-with-major-producers-by-2032,Center,USA,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,indias chipmaking capabilities set par major producers aggressive timeline underscores governments urge bolster domestic manufacturing according chars,
bloomberg,Wedding matchmaker Shaadi.com said to be considering IPO,"Shaadi.com is reportedly exploring an IPO, engaging with investment bankers for a potential listing.","People Interactive India Pvt., operator of the popular local marriage matchmaking service Shaadi.com, is preparing for an initial public offering, according to people familiar with the matter.
The M… [+1074 chars]",2025-11-20T05:04:23Z,https://www.bloomberg.com/news/articles/2025-11-20/indian-wedding-matchmaker-shaadi-com-is-said-to-consider-ipo,Center,USA,Positive,0.34,0.107,0.0,0.893,2,Topic_2,people interactive india pvt operator popular local marriage matchmaking service shaadicom preparing initial public offering according people familiar matter chars,
